recipeID,recipe_name,summary,ingredient_name,full_step,category,image_link
353,청국장 맛있게 끓이는법!,최대한 집에서 비슷하게 따라해본맛~! 된장과 김치를넣어 구수하면서도 개운한맛을 살렸답니다.,[재료] 청국장  125g 호박  1/5개 청양고추  2개 감자  1/4개 대파  1뿌리 양파  1/2개 새송이버섯  1/2개 신김치  2~3장 두부  1/4모 마늘  1/2큰술 [양념] 된장  1/2큰술 참기름  1/2큰술 멸치다시마육수  500ml 고춧가루  1/2큰술,"청양고추, 감자, 양파, 대파, 버섯,호박을 분량에 맞게 준비한후 먹기좋게 썰어줍니다. 신김치 배춧잎 2~3장 정도를 김치속을 최대한 제거하고 좀 작다싶게 잘라주세요. 제일 중요한 재료인 청국장~!! 마트에서 판매하시는건 반쪽 떼어넣으면 될듯 싶어요~ 미리 내어놓은 멸치 다시마육수~ 500ml도 준비해줍니다. 작은 뚝배기에 신김치와 참기름 1/2큰술을 넣고 김치가 반정도 익을만큼 볶아줍니다. 김치가 어느정도익으면 육수를 붓고 마늘 1/2큰술과 미리 썰어놓은 버섯, 호박, 양파를 넣어 줍니다. 된장과 고춧가루를 각각 1/2큰술을 넣어주세요. 거품을 걷어내며 한소큼 끓여주세요. 야채가 거의다 익었을때쯤 청국장을 넣어요. 마지막으로 대파와 청양고추 두부를 넣고 한소큼 더 끓이면 완성입니다.",장 건강,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/05/262420a949bcdbb72ae6c999dea467cb1_m.jpg
354,"환절기, 미세먼지에 감기예방에 좋은 레몬청 만들기",감기예방이면 좋은데... 이미 둘다 감기걸려서 감기환자 보호차원에서 먹게된 레몬청. 레몬청은 원래 자주 만들어서 여름에는 탄산수에도 타먹고 겨울엔 따뜻하게도 먹고 했는데 예전에 수업할 때 수강생분께서 레몬청만들 때 생강 조금 넣어주면 맛있다고 해서 이번에는 생강도 같이 넣었어요. 양을 많이 넣지도 않았지만;;; 약간 알싸한 끝맛이 참 매력적이네요. 설탕으로만 할 때 보다 더 겨울에 어울리는 맛이랄까요? 자체의 향이 넘 진한 꿀보다는 일반적으로 쓰시는 꿀을 이용하는게 좋아요.,[재료] 500~600ml 병 3개 레몬  3~4개 생강  1덩어리 [양념] 설탕  2/3분량 (레몬의) 꿀  1~2큰술,"레몬왁스를 제거해줍니다. 끓는 물에 레몬을 살짝 데쳐냅니다. 굵은 소금과 베이킹파우더를 뿌려 껍질을 문질러 왁스를 제거하세요. 날이 잘드는 칼로 레몬을 슬라이스로 썰어주세요. 생강도 껍질을 까서 얇게 채썰거나 편썰어주세요. 소독한 유리병에 레몬과 생강을 넣고 설탕을 뿌려 켜켜이 쌓아줍니다. 설탕을 뿌리면 레몬즙이 더 나오기 때문에 레몬을 채울 때 병에 조금 여유있게 넣어주세요. 레몬과 설탕을 켜켜이 쌓은 다음 꿀을 넣고 남은 설탕을 마지막에 얹어 실온에서 1~2일, 냉장고에서 1~2주 숙성시켜주세요. 중간중간 가라앉는 설탕은 잘 섞어주셔야한답니다.",장 건강,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/d56525e8ee983a3345ac6183fd407292_m.jpg
355,참치김치 볶음밥,적당히 익힌 먹음직스러운 김치로 만든 참치김치 볶음밥 입니다.,[재료] 김치  양파  대파  계란  참치  [양념] 김치국물  참기름  1,"김치를 먹음직스럽게 잘게 썰어주세요. 식용유 휘릭~ 두르고 김치먼저 볶아줄거에요. 김치국물을 같이 넣어줘서 양념이 잘 베이도록 해주는게 포인트! 3~5스푼정도 알아서 적당히 넣으세요. 싱겁게 드시면 싱겁게~ 짜게 드시면 짜게~ 양파도 이렇게 잘게 썰어서 준비해주세요. 참치 한캔을 다 넣어주세요. 불을 중불로 줄이고 볶아주셔야해요. 그렇지않으면 양쪽으로 눌러붙어서 타기 시작할거에요. 대파도 이렇게 한주먹 꺼내서 넣어줬어요 계란도 후라이를 해주세요. 밥을 넣고 볶아주시다가, 불을끄고 마지막으로 참기름을 한스푼 넣어주시고 후라이를 올려주시면 완성!",장 건강,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/08/be29f74f6c393e16968ac1eaf4c05a031_m.jpg
356,"표고버섯덮밥, 덮밥요리 간단 레시피","씹는 식감이 쫄깃하고 풍부해서 고기없이도 다양한 표고버섯, 홈메이드 요리를 완성하기에 

아주 적합한 식재료가 아닌가 싶어요.

중국에서는 향심 (향이 좋은 버섯)이라 불리우며 가장 귀한 버섯으로 여겼다고 하죠.

피를 맑게 하고 어혈을 없애는 효능이 있으며 심혈관계 질환이나 당뇨, 변비에도 효능이 있어 특히 

성장기 어린이나 갱년기 여성에게는 더없이 좋은 것이 생표고버섯이 아닌가 싶어요.",[재료] 생 표고버섯  3송이 당근  약간 양파 작은크기  1개 대파  약간 [양념] 굴소스  1큰술 다진 마늘  1/2큰술 설탕  1/2큰술 매실청  1큰술 미림  1큰술 후춧가루  약간 소금  약간 물  2소주컵 녹말물  1+1/2소주컵 통깨  약간,버섯과 채소류는 사진과 같이 썰어서 준비합니다.대파는 길쭉하게 어슷썰기 합니다.(쪽파를 넣으면 흐물거려요. 대파가 파릇하게 이쁘게 나와요) 팬에 기름을 두르고 먼저 양파부터 볶아요양파향이 식재료에 퍼지면서 더 풍미가 있어요.양파가 1/3정도 투명해지거든 당근과 표고버섯을 넣고 볶아줍니다.모든 기준은 양파의 투명도로 두고 있어요.양파가 2/3정도 투명하게 익으면 물 (소주잔으로 2잔)과 함께 준비한 양념재료를 넣고 끓여 주세요. 재료가 익었다 싶으면녹말물을 부어 줄때 길쭉하게 썰어놓은 대파를 함께 넣어 휘리릭 저어가며 한번만 끓여줍니다. 금방 지은 밥위에 올려서 먹으면 반찬이 필요없더라구요.오늘 뭐해 먹지?? 고민을 단번에 날려준 덮밥요리,장 건강,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/28/422e8bcfdc4c9eecc42c34b6a8ed75c91_m.jpg
357,무들깨찜,겨울이면 특히 더 챙겨먹게 되는 건강반찬 무들깨찜입니다.,[재료] 무  600g [양념] 들기름  5숟갈 다진마늘  1숟갈 소금  1숟갈 물  1+1/2컵 들깨가루  6숟갈 국간장  1숟갈,"먼저 무는 0.5mm 두께로 슬라이스 한 후 다시 0.5mm 두께로 채 썰어 준비한 후, 소금을 넣고 버무려 10분 정도 절여줍니다. 무가 부러지지 않고 휘면 잘 절여진거에요. 체에 받쳐 물기를 빼주세요. 오목한 팬을 준비한 후 들기름 4숟갈을 넣고 소금에 절인 무와 다진마늘을 넣어 2분 정도 달달 볶아줍니다. 분량의 물을 부어넣고 들깨가루와 국간장을 넣어 뒤적여준 후 끓기시작하면 뚜껑을 덮어 3분 정도 익혀주다가 뚜껑을 열고 1분 정도 익혀줍니다. 불을 끈 후 들기름 1숟갈을 넣고 뒤적이면 완성이에요.",장 건강,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/02/bfa5240be0b7f01aa0959a2706d365db1_m.jpg
358,"""매콤한 참치감자조림""♪",백종원씨의 참치감자조림을 응용? 거의 비슷하게 만든건데요~ 국물 자박하게 해서 포슬포슬한 감자으깨고 밥 비벼먹으면 맛있는 반찬입니다. 매운걸 좋아해서 청양고추 팍팍 넣어 만들었더니 화끈하게 맛있네요..ㅎㅎ,[재료] 감자  3개 양파  1개 청양고추  3개 대파  약간 물  1+1/2컵 [양념] 참치1캔  100g 고추장  1스푼 고춧가루  2스푼 다진마늘  1스푼 간장  2스푼 설탕  1스푼 참기름  1/2스푼,"감자는 껍질을 벗긴 후 적당한 크기로 썰어줍니다. 양파도 감자와 같은 두께로 썰어주고 청양고추, 대파는 다져서 준비합니다. 냄비에 감자, 양파, 대파, 청양고추를 한꺼번에 다 넣어주고요~ 양념을 만들어줍니다.참치 1캔을 기름을 따라내고 그릇에 담은 다음, 위에 적혀있는 분량의 양념을 넣어서 비비듯이 잘 섞어주세요. 양념을 냄비에 넣은 다음, 물1컵반도 같이 넣어주고요~ 가스불켜고 양념을 잘 섞어줍니다. 그리고 냄비뚜껑을 덮어 중불에서 뭉근하게 끓여주기~ 10분 정도 지나서 한번 섞어주고요~가스불을 약불로 낮춘채로 계속해서 끓여줍니다. 감자가 부드럽게 다 익으면 완성되는 참치감자림!!!!!",스트레스 해소,https://recipe1.ezmember.co.kr/cache/recipe/2015/11/19/ccf474d1893bb7f22a1805e699dcd2451_m.jpg
359,미니 가나슈 초코케이크,"가나슈초코케이크여요. 달콤한거 보다는 초콜릿의 진하고 쌉싸름한 맛이 좋지요. 만들어서 냉장고에 시원하게 두신다음 아이들 간식으로 주셔도 좋구요, 선물하시기도 참 좋답니다.",[미니구겔호프 초코케이크 6개 재료] 달걀  3개 설탕  90g 녹인 버터  20g 식물성오일  10g 밀가루박력분  80g 코코아가루  15g [가나슈 재료] 다크초콜릿  100g 생크림  60g,"달걀을 풀어준 다음 설탕을 3회정도 나눠 넣으며 거품을 올려주세요. 밑에 따뜻한 물이 든 볼을 받치고 올리시는데 이 때 달걀이 익지 않도록 조심하셔야 합니다. 리본을 그렸을 때 5초 정도 형태가 유지되도록 거품을 올려주세요. 박력분, 코코아가루를 체쳐 넣은 다음 주걱으로 거품이 꺼지지 않게 섞어주세요. 미리 녹여둔 버터에 식물성 오일을 섞어 반죽의 일부를 덜어 완전히 섞은 다음 본반죽에 합쳐서 섞어주세요. 본반죽에 잘 섞이게해서 반죽 섞는 시간을 줄이기 위함입니다. (오래 섞으면 반죽이 잘 꺼지거든요.) 미리 버터칠을 해놓은 틀에 반죽을 담고 170도로 예열된 오븐에서 30분간 구워준 다음 식혀주세요.오븐 냄비에 생크림을 데운 다음 초콜릿을 녹여 가나슈를 완성합니다. 식은 케이크에 부어주세요. 저처럼 홈에 부어도 되고 위에 코팅시켜줘도 된답니다. 가나슈가 뜨거운 상태에서 하면 너무 묽으니 살짝 따뜻한 정도 잘저어가며 식힌 후 사용하세요.",스트레스 해소,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/47d45eab5dfe3515f7c578cc1263e4e91_m.jpg
360,매콤달콤 떡강정,첫번째 방학 간식으로 매콤달콤한 떡강정을 선택했어요. 거기에 견과류를 살짝 곁들이니 고소한 맛까지 더해져 맛도. 영양도 UP!,[재료] 떡  견과류  [양념] 케찹  2큰술 칠리소스  1큰술 간장  1큰술 고추장  1큰술 설탕  1큰술 올리고당  1큰술 물  2큰술,분량의 재료를 넣고 양념장을 만들어주세요. 떡볶이 떡은 뜨거운 물에 담궈 10분 정도 불리셨다가 사용하시면 떡이 말캉말캉~ 다진 고기나 어묵 등을 곁들이시면 더욱 맛이 좋겠죠? 저는 탕국 끓이고 남아 양념해둔 고기를 냉동실에 얼려둔 것이 있어 사용했어요. 기름을 두른 후라이팬에 물기를 뺀 떡볶이 떡을 넣고 중불에서 노릇노릇 구워줍니다. 떡볶이 떡이 노릇노릇 구워질때쯤 해동시킨 고기도 살짝 따듯하게~ 떡과 부재료를 구워낸뒤 잠시 접시에 옮겨두고 후라이팬에 기름을 살짝 두르고 다진마늘 1작은술을 볶다가 향이 나기 시작하면 분량대로 섞어둔 양념장을 부어 끓여줍니다. 금새 바글바글 양념장이 끓으면 구워낸 떡과 고기를 넣고 재빨리 버무려 내면 끝~,스트레스 해소,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/99d45fec5c65a0e857a71105c8e0c425_m.jpg
361,달콤한 단호박소스 샐러드,영양만점 달콤한 단호박소스 샐러드로 맛과 건강 모두 챙기세요.~,[재료] 단호박  1/2개 감자  1개 당근  1/3개 삶은달걀  2개 [양념] 버터  5g (or 우유) 마요네즈  소금  꿀  1큰술,"당근과 감자는 크기가 있게 썰어 주세요. 냄비와 물, 감자 당근을 넣고 익을때까지 푹 삶아 주세요. 다 익힌 다음 체에 내려 물기를 빼 줍니다. 삶은 달걀도 크기 있게 썰어 주세요. 모든 재료들을 1cm 크기로 썰어 주세요.^^ 단호박을 찐 다음 껍질을 벗겨 주시고, 너무 박박 안 벗겨 주셔도 된답니다. 찐 단호박을 그릇에 담고, 버터 5g, 마요네즈, 소금, 꿀 1큰술을 넣고 포크로 으깨어 줍니다. 버터가 없으시면 생략하셔도 된답니다. 버터 대신 우유를 넣으셔도 되구요.^^ 여기에 모든 재료 감자, 당근, 달걀을 넣고 버무려 주세요. 식빵에도 놓아 샌드위치를 만들어 보았답니다.",스트레스 해소,https://recipe1.ezmember.co.kr/cache/recipe/2015/03/26/e434637a80f39bee8e6376287da047011_m.jpg
362,오레오 데블 스푸드케이크,오레오데블스푸드케이크는 진한 초콜릿맛과 오레오쿠키가 듬뿍 들어가 살짝 씹히는 맛도 있구요 겉쪽에는 생크림이랑 오레오쿠키가 어우러져 아주 달콤하면서 부드러운 케이크라지요~ 오레오케이크속에 오레오가 또 숨어있는거지요~ 오레오를 이용한 요리나 오레오쿠키와 함께 행복한 시간 주말에 보내시는것도 좋을거 같아요~,[재료] 박력쌀가루(박력분)  150g 설탕  165g 달걀  83g 버터  75g 코코아가루  30g 베이킹파우더  5g 바닐라향  1g 소금  2g 물  155g 오레오쿠키  30g (4개) [장식] 생크림  300g 설탕  30g 오레오쿠키 가루낸거  1팩 오레오쿠키  3개,"오레오쿠키는 안쪽에 크림을 제거한후에 비닐봉투에 넣어 밀대로 밀어 가루를 내 준비해주세요. 박력쌀가루(박력분)은 미리 체친후에 볼에 넣고 버터를 넣어 콩알만한 크기로 만들어주세요 설탕은 무슈구슈유기농비정제설탕을 사용했어요. 버터가 콩알만한크기로 밀가루를 코팅해주면 베이킹파우더,소금,설탕,코코아가루,바닐라향을 넣어 저속으로 섞어주세요. 달걀을 잘 섞은후에 3~4번 나누어 중속으로 휘핑한다음 물 1/2를 넣고 저속에서 믹싱해주세요 나머니 물 1/2을 저속에서 조금씩 넣은후에 중속으로 믹싱하여 부드러운크림상태를 만들어주세요. 오레오쿠키가루를 넣어 재빨리 섞어주신후에 틀에 유산지를 깔고 50~60%정도 팬닝한다음 예열된 오븐170도 30~35분 구워주세요.오븐 생크림을 설탕넣고 단단하게 휘핑한후에 한김 식힌 데블스푸드케이크에 아이싱한후 위쪽에 오레오쿠키가루를 뿌려주시고 옆면은 오레오쿠키로 장식해주시고 윗면을 다시 별깍지를 끼운 짤주머니에 생크림을 담고 짜주신후에 오레오쿠키를 반잘라 장식해주세요~ 전 화이트초콜릿을 녹여서 하트를 만들어 냉장고에 잠시굳힌다음 가운데쪽을 장식해봤어요~",스트레스 해소,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/01/909f4c6c566627a7abf2397a184041df1_m.jpg
363,스트레스 확 풀리는 매운 소 갈비찜 만들기 :-D,"고추장을 넣지 않고 간장과 고춧가루로 맛을 내 겉보기엔 그냥 갈비찜 같지만
한입 먹으면 입안이 얼얼해지며 스트레스 확 풀리는 매운 소 갈비찜 !
매콤달콤한 양념이 자꾸 입맛을 당기는 매운소갈비찜 만들기 :)

*압력솥을 이용한 레시피입니다.
*매운맛은 개인 입맛에 따라 조절해주세요!",[재료] 소갈비(찜용)  1.5kg 고구마(중간크기)  3개 당근  1/3토막 대파(고명용)  2줌 청양고추  1줌넉넉히 멸치육수  3컵 된장  1스푼 간장  물엿  후추  고춧가루  [양념] 간장  1컵 설탕  1컵 고춧가루  7스푼 청양고춧가루  3스푼 다진파  1.5컵 간마늘  6스푼 간양파  5스푼 배 간것  10스푼 맛술  8스푼 후추  2스푼 참기름  2스푼,소갈비는 찬물에 두시간 담가 핏물을 빼준다.중간에 한번 물을 갈아준다.+ 고구마와 당근은 토막내고 고명용 파와 청양고추도 큼직하게 썰어둔다. 멸치육수를 끓여 식혀두고 양념장 재료를 넣고 잘 섞어 냉장고에 넣어둔다. 핏물을 뺀 갈비는 된장 한스푼을 풀어 팔팔 끓는물에 초벌삶기를 해준다.갈비를 넣고 다시 물이 끓어오른 후 약 5분가량만 더 끓여준다. 초벌삶기 한 갈비를 흐르는물에 헹궈 물기를 빼준다. 압력솥에 초벌한 갈비와 양념장을 넣고 골고루 버무려 20분간 재워둔다. 20분 후 멸치육수를 넣고 센불로 끓이기 시작한다. 추가 움직이기 시작하면 중불로 줄이고 30분간 끓인 뒤 불을 끄고 10분간 뜸을 들인다. 팬에 갈비를 옮겨담고 준비한 고구마와 당근을 넣어주고 갈비를 끓인 양념을 붓고 물 1컵을 넣어 졸인다. 국물이 졸아들고 고구마가 익으면 추가양념을 이용해 각자 입맛에 맞게 간을 맞추고 고명용 파와 청양고추를 넣어 한번 볶아준다. 조리시간이 오래걸리는 만큼 부드럽고 속까지 양념이 쏙쏙 잘 스며든 매운 소갈비찜 완성 !,스트레스 해소,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/02/87a262c951c680ea907a4b2e5cd638941_m.jpg
364,매운닭조림,스트레스 확 날려주는 아주 매운 닭조림 시원한 맥주와 찰떡궁합 입니다.,[재료] 닭  1마리 포도씨유  2큰술 소금  약간 후추  약간 청주  2큰술 [양념] 간장  3큰술 고추장  2큰술 요리당  2큰술 고춧가루  3큰술 생강가루  약간 다진마늘  2큰술 후춧가루  1작은술 맛술  2큰술 아주매운맛소스  1작은술 (생략가능) 청양고추  5개 물  1/3컵 사과즙  3~4큰술,"물 1/3컵에 청양고추 5개 정도 넣고 갈고 거기에 간장 3큰술, 고추장 2큰술, 요리당 2큰술, 고춧가루 3큰술, 생강가루 약간 넣고 다진마늘 2큰술넣고 후춧가루 1작은술, 맛술 2큰술, 그리고 더 맵게 할려고아주매운맛소스도 1작은술 넣었어요. 없거나 너무 매운거 싫으시면 빼시면됩니다. 사과가 마침 있어서 사과즙도 3큰술넣어주었어요. 요렇게 양념을 다 한데 섞어준뒤 냉장고에 넣어 하루쯤 숙성시켜줍니다. 달군팬에 오일2큰술두르고 밑간한 닭을 구워줍니다. 앞뒤골고루 뒤집어가며 익혀줍니다. 굽다보면 물이 나오는데 신경쓰지말고 물이 다 졸아들도록 굽다보면 기름이 줄줄줄 나올꺼예요. 노룻노룻 잘구워지면 키친타월로 기름을 닦아냅니다. 그런다음 준비한 양념을 넣고 중불에서 양념이 다 졸아들때까지 조려 주면 완성 입니다.",스트레스 해소,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/f94aeedd158ca5c400dff40e282a79c3_m.jpg
365,스트레스 받는 날엔 매운 낙지볶음,이건 아니다 싶은데 전 스트레스를 먹는 걸로 푸는 것 같아요 기분이 안 좋은 일이 있을땐 매운 음식이 당기고 우울하면 달다구리를 찾고 비가 오면 기름진게 당기고... 다들 그러시져? 오늘은 매콤하고 화끈하게 볶은 낙지볶음을 만들어 보았어요.,[재료] 낙지(중)  5마리 양파  1/2개 애호박  100g 깻잎  10장 붉은고추  2개 깨소금  약간 쪽파  약간 [양념] 고추장  2큰술 간장  3큰술 설탕  2큰술 다진마늘  1작은술 고춧가루  1큰술 후춧가루  약간 생강가루  약간 맛술  2큰술,양파와 호박은 어슷하게 썰어두세요. 낙지는 미리 손질해 두시구요. 양념장도 미리 만들어서 냉장고에 숙성시켜 놓음 더 맛이 좋겠지요? 팬에 식용유를 두르고 양파와 애호박만 미리 볶아주세요. 양파가 투명해지면 깻잎과 붉은 고추도 같이 넣고 볶아주다가 양념장과 낙지도 넣어주세요. 양념장과 낙지 넣고 볶아주다가 다 볶아지면 깨소금 뿌려주시고 쪽파도 송송 썰어 올려주시면 완성.,스트레스 해소,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/27/5c109428224babd329d19cdecc168bc6_m.jpg
366,눈물나도록 매운 떡꼬치 & 떡볶이,스트레스 해소에 좋은 매운 음식,[재료] 떡볶이 떡(쌀떡)  400g 마늘  5톨 청양고추  2개 [양념] 고춧가루  4큰술 간장  3큰술 설탕  1큰술 참기름  1작은술 고추기름  1큰술,준비한 재료에 고춧가루 4큰술. 간장 3큰술. 설탕 1큰술. 참기름 1작은술. 고추기름 1큰술을 넣고 버무린뒤 30분 이상 재워 주세요.. 양념에 재워둔 떡볶이 떡은 기름을 넉넉히 두른 후라이팬에서 볶아주세요. 저는 이때 들기름도 조금 둘렀더니 떡이 고소한 맛까지 나더라고요 일반 후라이팬에서 중불과 강불을 오가며 떡을 볶아주세요... 떡이 말랑해지고.. 마늘이 익으면 됩니다.,스트레스 해소,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/a867d855796f55618d102493175ffc181_m.jpg
367,매콤한 떡볶이,무더운 여름 이열치열 화끈하게 매운떡볶이 어떠세요. 스트레스가 풀리는 매운 떡볶이 만들어 보세요.,[재료] 구멍뚫린떡볶이  오뎅  대파  양파  삶은계란  [양념] 고추장  1t 고추가루  2t 설탕  2t 진간장  1t 물엿  2t 물  약간 후춧가루  다진마늘 ,"떡은 미리 물에 잠시 담가둡니다. 양념장 재료를 모두 넣고 은근히 조려줍니다. 물에 담가둔 떡은 씻어 넣어줍니다. 오뎅도 넣어주세요. 어느정도 완성되어 가면 양파, 대파를 넣어줍니다. 완성된 떡볶이에 마지막으로 삶은 계란을 넣어주면 완성.",스트레스 해소,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/13/59787d3dd7402f87509c8395d56bd8681_m.jpg
368,(낙지소면 만드는법) 매콤 칼칼한 낙지볶음 만드는법~~,,,,스트레스 해소,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/05/5927d32295732c2df06f754220465377_m.jpg
369,쭈꾸미볶음,오늘의 요리는 일주일동안 쌓인 스트레스 확 날려버리는.. 매운 쭈꾸미 볶음 입니다.,[재료] 쭈꾸미  600g 양파  1개 청양고추  4개 대파  1/2대 떡볶이떡  2줌 콩나물  250g 통깨  약간 [양념] 고추장  2큰술 고춧가루  4큰술 간장  3.5큰술 맛술  2큰술 요리당  2큰술 후춧가루  약간 다진마늘  1큰술 생강가루  약간,쭈꾸미 먼저 손질해봅시다. 다리사이 중간에 입인가 ... 어쨋든 요거이 손으로 누르면 나와요.. 빼주세요 머리밑부분에 눈도 짤라내 버립니다. 쭈꾸미에 밀가루와 굵은소금을 뿌려 바락 바락 주물려 다리에있는 뻘을 제거해 줍니다 양념을 한데 섞어 쭈꾸미를 넣고 버무려 줍니다 양념한뒤 냉장실에 넣어 1시간이상 재어둡니다. 달군팬에 양념한 쭈꾸미와 양파 대파 고추 떡볶이 떡... 다 때려넣고 볶아줍니다. 쭈꾸미가 거의 다 익으면 삶아둔 콩나물을 넣어 잠시만 더 볶아주면 완성입니다.,스트레스 해소,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/034ed03b672803fb4d3bc30d0c1c7359_m.jpg
370,아포가토~더치커피로 달달하고 시원한 아포가토 만들기,"스트레스가 쌓일때 달달한것을 먹으면 기분이 좋아지지요
너무 더워서 열대야로 힘들때 아포가토 한잔이면 OK",[재료] 바닐라아이스크림  2스쿱 케냐더치커피원액  1/2컵 방울토마토  2개 파인애플  조금 초코 뮤즐리 1큰술,"집에서 간단하게 있는 재료로 아포가토 만들었어요~~~너무 더워서 스트레스받았을 때 달콤하면서 쌉싸름한 아포가토 한잔 즐기시는 것은 어떠신지요~!~아포가토는 이탈리아어로 ""끼얹다"" "" 빠지다 ""라는 뜻이라고 하지요~@!~바닐라 아이스크림에 뜨거운 에스프레소를 얹어 내는 것이라고 하지요~!~아포가토 만들기는 아주 간단하지요~!~아이스크림 한 스쿱에 에스프레소 한 잔을 얹고 기호에 따라견과류 초콜릿 등을 토핑 하면 아포가토 한 잔이 완성되지요~!~ 카페에서 질 좋은 원두를 이용하고 갖가지 토핑을 올려서 만드는 백 퍼센트 흉내는 못내지;만 비슷하게 나만의 아포가토를 만들었답니다~!~ 에스프레소 대신 전 더치커피를 이용해서 만들었어요워낙 더운지라 냉장고에 있던 찬더치커피로 아포가토 흉내를 내보았지요~!~방울토마토는 얄팍하게 잘라놓고 파인애플 썰어서 올리고 초코 뮤즐리 조금을 올려준 다음 더치커피 1/2컵을 부어주었지요~! 집에 있는 재료로 나만의 아포가토를 만들었어요~!~ 과일을 올려서 만든 아포가토도 달달하고 쌉싸름한 맛이 잠깐의 더위를 식혀 주었지요~!~ 요즘처럼 열대야에 지쳐 있을 때 달달한고 쌉싸름한 아포가토로 아주 기분이 잠깐 좋아졌답니다~!~아이스크림을 잘 저어 녹이면서 떠먹는 맛은 커피의 진한 향과 맛이 더해서 스트레스도 풀고 잠깐의 여유를 가져 보는 것도 좋지 않을까요~!~",스트레스 해소,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/31/5974df103b70af684dafd5f5bde6197b1_m.jpg
371,매콤한 핫 깐풍기,집에있는 닭가슴살로 먹고나면 입안이 얼얼해지는 매콤한 깐풍기를 만들어 보았어요. 깐풍기 먹고 남은 매운 소스에 밥까지 쓱쓱 비벼 먹고나니 한결 기분이 좀 나아지네요. 스트레스 해소에 좋은 매콤한 핫 깐풍기~,[재료] 닭가슴살  3쪽 우유  1/2컵 후추  0.3큰술 [튀김옷 재료] 녹말  6큰술 계란  1개 카레  1.5큰술 [소스] 청양고추  1개 홍고추(작은걸 사용)  2개 양파  1/4~1/3개 당근  1줌 대파  1/2줌 다진마늘  1큰술 물  4큰술 간장  2큰술 맛술  2큰술 굴소스  1큰술 식초  2큰술 설탕  2큰술 물엿  1큰술 참기름  0.5큰술,"먼저 달가슴살 3쪽은 먹기 좋게 한 입크기로 잘라 우유 반컵(종이컵 기준)과 후추 0.3을 넣어 재워 주세요. 이렇게 해야 잡내도 안나고 깔끔하니 맛있어요. 소스에 들어갈 채소는 모두 다져 주세요. 저는 양파 반개를 사용해서 남은 소스에 밥 비벼 먹었는데요~ 그냥 깐풍기만 드실 분들은 작은 양파는 1/3개, 보통 크기는 1/4개 정도 사용하시면 될거에요. 팬에 기름살짝만 두르고 다진 마늘 1과 다진 채소를 모두 넣고 볶아주세요. 양파가 살짝 익으려고 하면(테두리가 반투명해지면) 물 4, 간장 2, 맛술 2, 굴소스 1, 식초 2, 설탕 2, 물엿 1을 넣고 졸여 주시면 소스 완성~!! 오목한 그릇에 녹말 6, 계란 1개, 카레가루 1.5(매운카레 사용했어요)를 넣어 잘 섞어주세요. 카레가루랑 녹말이 덩어리진곳이 없게 잘 풀어 주세요. 저는 파슬리 가루도 넣어봤는데 생략하셔도 OK~!! 다음으로 우유에 재운 닭가슴살은 물에 헹궈주시고 헹군 닭가슴살은 튀김옷 반죽에 넣어 잘 버무려 주세요. 물에 헹군 닭가슴살에 있는 물기가 튀김옷 반죽과 섞여서 농도가 적당해진답니다. 닭가슴살을 우유에 재우지 않고 그냥 사용하실분은 튀김 반죽에 물 1 ~ 2 스푼 을 넣어주세요. 튀김옷을 입힌 닭가슴살은 기름에 튀겨 주세요. 2번 튀기면 더 바삭해집니다. 튀긴 닭은 아까 만든 소스랑 참기름 0.5 넣어 잘 버무린뒤, 접시에 담아 깨 솔솔 뿌려 완성.",스트레스 해소,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/07/1797d30a51e1540f3a0f9b87e627052b_m.jpg
